tenure,Contract,MonthlyCharges,PaymentMethod,InternetService,OnlineSecurity,TechSupport,Churn_Probability,Risk_Segment,Action_Plan
3,Month-to-month,89.85,Electronic check,Fiber optic,Yes,No,0.26,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
36,Two year,31.05,Bank transfer (automatic),DSL,Yes,No,0.02,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
10,Month-to-month,100.25,Electronic check,Fiber optic,Yes,No,1.0,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
41,Two year,20.65,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
27,Month-to-month,85.2,Credit card (automatic),Fiber optic,No,Yes,0.13,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
56,One year,99.8,Credit card (automatic),Fiber optic,No,No,0.32,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
6,Month-to-month,20.7,Mailed check,No,No internet service,No internet service,0.1775,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
3,Month-to-month,74.4,Electronic check,Fiber optic,No,No,1.0,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
7,Month-to-month,50.7,Mailed check,DSL,Yes,No,0.09,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
4,Month-to-month,20.85,Mailed check,No,No internet service,No internet service,0.53,🟡 Medium Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan
33,Two year,88.95,Electronic check,Fiber optic,Yes,Yes,0.16,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
27,Month-to-month,78.05,Electronic check,Fiber optic,No,No,0.54,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
72,Two year,23.55,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
1,Month-to-month,19.75,Mailed check,No,No internet service,No internet service,0.7807857142857141,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔴 URGENT: Flag for immediate customer success team outreach
71,One year,56.45,Electronic check,DSL,Yes,No,0.08,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
13,Month-to-month,85.95,Electronic check,Fiber optic,No,No,0.29,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
25,Month-to-month,58.6,Credit card (automatic),DSL,Yes,No,0.69,🟡 Medium Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session
67,Two year,50.55,Bank transfer (automatic),DSL,No,Yes,0.08,🟢 Low Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial
1,Month-to-month,35.45,Electronic check,DSL,No,No,0.99,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
2,Month-to-month,44.35,Electronic check,DSL,No,No,0.86,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
43,Two year,25.7,Credit card (automatic),No,No internet service,No internet service,0.02,🟢 Low Risk,✅ No action needed
23,Month-to-month,75.0,Bank transfer (automatic),Fiber optic,Yes,No,0.29,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session
64,Two year,20.2,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
57,Two year,19.6,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
1,Month-to-month,70.45,Mailed check,Fiber optic,No,No,1.0,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
72,Two year,88.05,Credit card (automatic),DSL,Yes,Yes,0.14,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
8,Month-to-month,71.15,Electronic check,DSL,Yes,Yes,0.97,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
61,Two year,101.05,Bank transfer (automatic),Fiber optic,No,No,0.34,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
64,One year,84.3,Credit card (automatic),Fiber optic,Yes,No,0.07,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session
71,Two year,23.95,Bank transfer (automatic),No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
65,Two year,99.05,Credit card (automatic),Fiber optic,Yes,Yes,0.04,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
3,One year,19.6,Mailed check,No,No internet service,No internet service,0.04,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days
1,Month-to-month,45.65,Electronic check,DSL,No,No,0.99,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
30,One year,64.5,Credit card (automatic),DSL,No,No,0.03,🟢 Low Risk,🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
15,Month-to-month,69.5,Mailed check,DSL,No,Yes,0.11,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
8,Month-to-month,68.55,Electronic check,DSL,No,Yes,0.11,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
7,Month-to-month,95.0,Mailed check,Fiber optic,No,No,0.99,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
70,One year,108.15,Credit card (automatic),Fiber optic,Yes,No,0.1,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session
62,Two year,86.1,Electronic check,DSL,Yes,Yes,0.02,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
6,Month-to-month,19.7,Mailed check,No,No internet service,No internet service,0.02,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan
14,Month-to-month,80.9,Bank transfer (automatic),Fiber optic,No,No,0.27,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
22,Month-to-month,84.15,Bank transfer (automatic),Fiber optic,No,No,0.36,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session
22,One year,20.15,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
16,Two year,64.25,Mailed check,DSL,Yes,No,0.03,🟢 Low Risk,🛠️ Support: Proactively reach out with free TechSupport session
10,Two year,25.7,Bank transfer (automatic),No,No internet service,No internet service,0.08,🟢 Low Risk,✅ No action needed
13,Month-to-month,56.0,Electronic check,DSL,Yes,No,0.17,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
20,Month-to-month,82.4,Electronic check,Fiber optic,Yes,No,0.97,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
2,Month-to-month,69.7,Electronic check,Fiber optic,No,No,0.24,🟢 Low Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
53,Two year,73.9,Bank transfer (automatic),DSL,No,Yes,0.02,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
11,One year,20.6,Mailed check,No,No internet service,No internet service,0.02,🟢 Low Risk,✅ No action needed
69,Two year,19.9,Mailed check,No,No internet service,No internet service,0.0,🟢 Low Risk,✅ No action needed
4,Month-to-month,70.9,Bank transfer (automatic),Fiber optic,No,No,1.0,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
72,Two year,89.05,Bank transfer (automatic),DSL,Yes,Yes,0.0,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
58,Month-to-month,45.3,Electronic check,DSL,No,No,0.88,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
16,Month-to-month,20.4,Electronic check,No,No internet service,No internet service,0.04,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
43,One year,84.25,Bank transfer (automatic),Fiber optic,Yes,Yes,0.04,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal
2,Month-to-month,104.4,Electronic check,Fiber optic,No,Yes,1.0,🔴 High Risk,🚀 Onboarding: Assign dedicated support for first 90 days | 📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit) | 🔴 URGENT: Flag for immediate customer success team outreach
14,Two year,81.95,Mailed check,DSL,No,Yes,0.16,🟢 Low Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial
53,One year,94.85,Bank transfer (automatic),Fiber optic,No,No,0.97,🔴 High Risk,💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
32,One year,20.55,Bank transfer (automatic),No,No internet service,No internet service,0.02,🟢 Low Risk,✅ No action needed
34,Month-to-month,24.7,Electronic check,No,No internet service,No internet service,0.0,🟢 Low Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💳 Payment: Incentivize switch to auto-pay (e.g. $5 bill credit)
15,Month-to-month,74.45,Mailed check,Fiber optic,No,No,0.98,🔴 High Risk,📄 Retention: Offer 20% discount to switch to annual plan | 💰 Pricing: Offer loyalty discount or bundle deal | 🔒 Upsell: Offer free 1-month OnlineSecurity trial | 🛠️ Support: Proactively reach out with free TechSupport session | 🔴 URGENT: Flag for immediate customer success team outreach
